frame_index,total_latency_ms,detection_latency_ms,preprocessing_latency_ms,reid_extraction_latency_ms,association_latency_ms,detections,tracks
114,150.98105099968961,73.46357999995234,2.6165799990849337,30.34711300097115,44.48235200106865,15,10
116,130.85596400014765,64.88859899945965,2.5700129990582354,30.012749000889016,33.310996999716735,13,12
118,138.73853199947916,67.96971199946711,2.512321998437983,30.149387999699684,38.03871300078754,14,9
120,162.86731400032295,81.42058200064639,2.979537999635795,32.74036800030444,45.652901999346795,17,10
122,146.97176600020612,73.61683800081664,2.712121999138617,30.68306000022858,39.8649420003494,15,9
124,149.02456399977382,77.89096200031054,2.2518370005855104,30.01750699877448,38.75919500023883,14,7
126,134.5251000002463,66.98066900025879,2.042554000581731,30.246880998674897,35.18244599945319,13,7
128,161.23619199970562,79.30450400090194,2.827362000971334,40.45267600122315,38.57064099975105,14,7
130,147.14085700143187,73.48005800122337,2.9516660015360685,30.336743999214377,40.2832510008011,15,7
132,155.89856699989468,77.13900499948068,2.806287000566954,33.27423100017768,42.60039799919468,15,8
134,134.47143999837863,67.6490179994289,2.3972709986992413,29.924373999165255,34.42429499955324,13,6
136,129.65672199970868,65.75466000140295,2.059612001175992,28.272350000406732,33.487472999695456,13,6
138,136.73672600089049,68.76942199960467,2.039545999650727,31.01832900028967,34.843192999687744,14,6
140,140.32300500002748,70.076212999993,3.579174001060892,32.05584699935571,34.539018000941724,14,7
142,143.0410880002455,73.83736799965845,2.4717610012885416,29.919636999693466,36.743275999469915,15,8
144,143.3523960004095,73.16771300065739,2.6505109999561682,30.796514000030584,36.66214100121579,15,9
146,146.12711600057082,75.01936100015882,2.58107999979984,31.123742999625392,37.32778700032213,15,8
148,135.29474300048605,70.78879999971832,2.3135800001909956,30.723879999641213,31.395609001265257,14,10
150,130.5758969992894,66.76354000046558,2.55324899990228,29.905614999734098,31.265188999896054,13,11
152,136.1734419988352,71.12036699982127,2.885355999751482,30.7291940007417,31.36357200128259,14,10
154,139.02326300012646,70.89069500034384,2.7233179989707423,30.738863999431487,34.597933999975794,14,9
156,135.9334119988489,71.30073999906017,2.3328699990088353,29.403669001112576,32.815664999361616,14,8
158,143.61208300033468,76.71879300141882,3.3246980001422344,29.153604000384803,34.33856800074864,15,8
160,153.04574499896262,80.70355700147047,3.6143269990134286,30.995687999165966,37.64960999978939,17,9
162,132.82898000034038,69.96007400084636,2.4646609999763314,28.732450999086723,31.602361999830464,14,6
164,121.26594700021087,62.73949400019774,2.0630210001399973,29.22816899990721,27.15807000095083,12,7
166,147.85717900122108,79.16583199948946,3.44331499945838,33.51794899936067,31.656716999350465,16,9
168,148.93121699969925,81.53501499873528,2.8169729994260706,31.40112599976419,33.09168600026169,17,8
170,144.0585660002398,79.16945800025132,2.7523009994183667,32.16810599951714,29.895135001424933,16,8
172,142.9084010014776,77.63376499860897,2.7914410002267687,31.64659399953962,30.764924998948118,16,9
174,136.1599110005045,74.48566399943957,2.780996001092717,30.771001000175602,28.04533999915293,15,9
176,135.3434009997727,74.34818200090376,2.64525400052662,31.53371599910315,26.74072899935709,14,9
178,136.32420099929732,75.16255699920293,2.7723690000129864,31.688154998846585,26.624216001437162,14,11
180,135.03893400047673,74.6381940007268,2.727473998675123,31.77387799951248,25.826457000221126,15,10
182,129.324956000346,70.55703799960611,2.7846180000778986,31.02968500024872,24.87646999907156,14,9
184,156.16588800003228,88.06560199991509,3.319408000606927,33.301469000434736,31.398404998981277,18,8
186,146.91821899941715,83.24031600022863,3.6062449999008095,32.04945299876272,27.928780000365805,17,11
188,156.15371100102493,86.43225299965707,3.271363000749261,33.28753499954473,33.08446399933018,18,10
190,151.72050399996806,87.40579699951923,3.378410001459997,31.941692001055344,28.91733800061047,17,11
192,180.12377999912133,100.40453399960825,4.0729539996391395,38.821589998406125,36.73069999967993,21,9
194,136.45750999967277,73.83552200008126,2.7947380003752187,31.179671999780112,28.57532699999865,15,13
196,149.04121899962774,82.20159099982993,3.164172001561383,33.11071499956597,30.483266000373987,16,11
198,142.22477399925992,75.84035800027777,3.198372000042582,33.15426599874627,29.95946000010008,15,11
200,146.29460200012545,80.02249099990877,3.1383030000142753,31.018460998893715,32.04177299994626,16,11
202,169.89713400107576,93.19547300037812,3.5756609995587496,34.67249399909633,38.356613000360085,18,13
204,145.343189000414,77.60159300050873,3.1559719991491875,31.69585800060304,32.817921999594546,16,12
206,146.94252099980076,78.03442099975655,2.9947049988550134,31.482451000556466,34.35708500001056,16,11
208,143.383332000667,76.34152900027402,3.145581000353559,30.06413799994334,33.75578799932555,15,10
210,148.44212900061393,78.63160299893934,3.0270770002971403,30.923864998840145,35.7862330001808,16,9
212,180.31931400037138,95.85440299997572,4.000668001026497,36.22602599898528,44.16379299982509,20,12
214,164.25603600146133,83.04207400033192,3.122379999695113,35.0619849996292,42.953584999850136,17,12
216,174.31903800024884,90.03571699940949,3.6835440005233977,34.75664600046002,45.768967998810695,19,11
218,192.61414099855756,99.63838499970734,3.723829999216832,38.99897500014049,50.176652999653015,21,9
220,153.72132699849317,78.99725400056923,3.023695000592852,32.19486600028176,39.43316199911351,16,10
222,161.80869799973152,82.54648999900382,3.5624459997052327,31.7717560010351,43.83508499995514,17,13
224,208.34986199952255,100.09993099993153,4.206951000014669,39.801605000320706,64.16373800129804,21,9
226,225.7208239989268,116.3468009999633,4.740057998787961,41.08263300076942,63.4666890000517,22,10
228,169.1163499999675,87.45572599946172,3.2139479990291875,33.616341001106775,44.760897999367444,17,12
230,163.72365600000194,82.87570299944491,3.5215580010117264,32.31866900023306,44.93931100114423,17,14
232,221.22646200114104,105.07112599952961,5.001172999982373,44.97284600074636,66.10039400038659,23,11
234,196.24980899970978,94.90086500045436,3.7754610002593836,36.1791200011794,61.321688001044095,20,11
236,173.014976999184,86.28644599957624,3.4958929991262266,33.38549899854115,49.776451000070665,18,12
238,175.56402000082016,86.28862499972456,3.6162159995001275,33.18598499936343,52.40224899898749,18,12
240,165.81988900179567,81.52573599909374,4.6168160006345715,32.33648899913533,47.271416000512545,17,11
