frame_index,total_latency_ms,detection_latency_ms,preprocessing_latency_ms,dino_reid_latency_ms,osnet_reid_latency_ms,association_latency_ms,embedding_buffer_update_latency_ms,detections,tracks
40,153.03117599978577,63.877484997647116,2.731238000706071,36.11334199740668,26.555796001048293,23.66474299924448,0.0,13,8
42,145.58537199991406,61.13189700045041,2.5709319997986313,33.18113999921479,25.258934998419136,23.35529600168229,0.0,12,7
44,163.57918300127494,68.28852299804566,2.680219000467332,39.075428001524415,27.0731929995236,26.375075001851656,0.0,14,8
46,185.0426429991785,77.7369040006306,3.16032000046107,42.552892002277076,28.671183998085326,32.82877699894016,0.0,16,8
48,217.04384500117158,80.86476500102435,3.4140149982704315,62.91019699710887,31.920852001348976,37.834232000022894,0.0,17,6
50,158.518563999678,62.63939299969934,2.6941520009131636,37.29259200190427,27.98052800062578,27.81030199912493,0.0,12,8
52,159.6203590015648,61.508504000812536,2.5509400002192706,37.538713000685675,29.289228001289302,28.602277998288628,0.0,12,8
54,169.74975800258107,67.17535500138183,2.73143300000811,40.324094999959925,26.476130999071756,32.930467001278885,0.0,13,8
56,156.95257400147966,60.56713600264629,2.4570399982621893,38.48733099948731,26.205727001070045,29.144019001250854,0.0,12,8
58,182.3141200002283,69.48226500026067,2.86412699642824,42.451961999177,28.75845300150104,38.6521049986186,0.0,13,8
60,188.39203199968324,73.39910900191171,2.931312999862712,45.7030229990778,27.164588998857653,39.09557000224595,0.0,14,9
62,185.94254100025864,70.96462000117754,2.5798810020205565,44.17190199819743,28.662573000474367,39.47281999717234,0.0,14,10
64,202.47693800047273,76.35041100002127,2.535978001105832,47.626447998482035,29.91770099833957,45.95621999760624,0.0,16,8
66,204.50318600342143,76.83770199946593,2.6981369992427062,48.465537998708896,29.381468000792665,47.026811000250746,0.0,16,9
68,196.40007199996035,72.93003400263842,2.475722001690883,46.17225999754737,27.971261999482522,46.7191730022023,0.0,15,10
70,237.0788319967687,83.73565299916663,3.086984001129167,65.08481800119625,31.16156900068745,53.89929699958884,0.0,17,11
72,211.39074999882723,79.39934199748677,2.8116809990024194,48.77303700050106,31.83452200028114,48.44701800175244,0.0,16,11
74,245.12238299939781,88.12923799996497,2.8761950015905313,65.25840399990557,33.05458999966504,55.700619999697665,0.0,18,11
76,254.43862799875205,81.28153900179313,2.6082279982801992,75.19206500001019,43.073715998616535,52.17945600088569,0.0,17,9
78,229.93918100110022,81.06068299821345,2.7734329996746965,62.24731099791825,30.73268200023449,53.01803300244501,0.0,17,11
80,230.0337410015345,82.40493799894466,2.930951002781512,61.98436500199023,32.64719900107593,49.96721299903584,0.0,17,11
82,193.66917200022726,72.84921300015412,2.464600998791866,45.41643999982625,27.872259001014754,44.974576001550304,0.0,15,12
84,225.97954100274364,80.64406799894641,2.6731949983513914,62.31581699830713,30.81756400206359,49.42607300108648,0.0,17,11
86,250.41649600098026,88.88076600123895,3.186541001923615,68.37567299953662,33.685438000247814,56.18842200055951,0.0,19,9
88,192.78394499997376,73.80646300225635,2.474738001183141,46.07409600066603,28.307616998063168,42.022667003038805,0.0,15,9
90,204.0014970007178,77.77894100217964,2.8602870006579906,48.55246300212457,29.861630999221234,44.84416899867938,0.0,16,9
92,192.05992599745514,73.80553500115639,2.492652001819806,45.65847099729581,28.298511999309994,41.710270998009946,0.0,15,8
94,201.4886180004396,76.25661400015815,2.499144997273106,48.73226600102498,29.340302000491647,44.56055399714387,0.0,16,8
96,198.25868100087973,76.15483499830589,2.778519999992568,48.269541999616195,29.933989000710426,41.022173998499056,0.0,16,10
98,227.4068670012639,83.96523100236664,3.1105000016395934,62.92251699778717,32.56704800151056,44.74257000038051,0.0,18,9
100,229.70673500094563,84.086628001387,3.0918630000087433,65.73949599987827,32.123306998983026,44.56877200209419,0.0,18,10
102,235.02700000244658,83.81968700268771,2.9520560019591358,63.81082799998694,32.0050150003226,52.34056799963582,0.0,18,11
104,221.5268659965659,82.40019199729431,3.094585001235828,63.05697599964333,31.163059000391513,41.7114580013731,0.0,17,10
106,199.42908300072304,79.82058500056155,3.1267829981516115,47.84390100030578,29.82054399763001,38.698895998095395,0.0,16,9
108,199.48445999762043,77.29101899894886,2.863558998797089,48.08955699991202,29.865733999031363,41.2706690003688,0.0,16,9
110,203.78424500086112,80.05696200052625,3.0745519979973324,48.53765299776569,29.78398599952925,42.21671699997387,0.0,16,5
112,200.52477400167845,76.05613099804032,2.5704229992697947,48.212005000095814,31.996653000533115,41.597905998060014,0.0,16,7
114,186.19184599810978,72.34604500263231,2.8474030004872475,45.53383699749247,28.893331000290345,36.46478700102307,0.0,15,10
116,167.9111660014314,63.96839999797521,2.611850999528542,41.07784399820957,27.67228800075827,32.48954299851903,0.0,13,12
118,178.7534200011578,69.08514200040372,2.6599650009302422,44.328203999612015,27.426267002738314,35.14441799779888,0.0,14,9
120,222.0224849988881,80.24428499993519,3.2242000015685335,62.93981299677398,30.760859001020435,44.7623179970833,0.0,17,10
122,190.59712699890952,72.85951000085333,2.911215000494849,45.37249200075166,30.294630996650085,39.07025200169301,0.0,15,9
124,185.13208000149461,71.22104099835269,2.311666998139117,44.475676000729436,27.357965002011042,39.65918699759641,0.0,14,7
126,168.91638400193187,65.00511700141942,2.369513997109607,41.70445800264133,27.522000000317348,32.21735600163811,0.0,13,7
128,182.02399700021488,68.12006600011955,2.4565319981775247,45.60723500253516,28.815577999921516,36.91479199915193,0.0,14,7
130,186.56048100092448,72.00534999719821,2.24352499935776,45.61173399997642,28.46593499998562,38.13754800285096,0.0,15,7
132,191.5566179995949,72.15680599983898,3.0462129980151076,45.885092000389704,28.878092001832556,41.49002999838558,0.0,15,8
134,167.16808500132174,64.08222299796762,2.0654610016208608,41.17068699997617,26.753379999718163,33.00575200046296,0.0,13,6
136,164.5742340006109,63.30028799857246,1.8025839999609161,40.75876600109041,27.018052998755593,31.617630000255303,0.0,13,6
138,173.66807700091158,66.96220400044695,1.9984049977210816,44.40614399936749,27.083167002274422,33.11924200170324,0.0,14,6
140,179.6370170013688,70.48825499805389,2.218785997683881,44.51564300325117,27.35591199962073,34.957161002239445,0.0,14,7
142,184.57415500233765,71.96586800273508,2.626607001730008,46.12241299764719,28.018518998578656,35.75310499945772,0.0,15,8
144,192.05094800054212,74.20702200033702,2.6865309991990216,45.794977002515225,29.114875997038325,40.156069000659045,0.0,15,9
146,188.63080500159413,76.4469409987214,2.5767990009626374,47.029410998220555,28.336216000752756,34.14106099808123,0.0,15,8
148,175.51735999950324,69.62546700015082,2.402671001618728,44.59661600049003,27.6365360005002,31.13913000197499,0.0,14,10
150,166.9759670003259,65.85833799908869,3.0661480013804976,42.21020099794259,27.04602100129705,28.68261800176697,0.0,13,11
152,191.16520600073272,74.28113199785003,3.1237330003932584,45.94822799845133,31.14534699852811,36.567433999152854,0.0,14,10
154,183.50877000193577,76.24828099869774,2.5247779994970188,44.90477999934228,27.67437700094888,32.06062000026577,0.0,14,9
156,172.16492499937885,68.03655099793104,2.212913997936994,43.65066799800843,27.084346002084203,31.094714999198914,0.0,14,8
158,181.0333850007737,71.08475799759617,2.5404289990547113,45.31106400099816,28.283093000936788,33.722311000019545,0.0,15,8
160,217.27518899933784,82.88571199955186,3.158175000862684,63.17474200113793,30.509985001117457,37.43959300118149,0.0,17,9
162,174.08160700142616,67.62521199925686,2.6876000010815915,44.67708499942091,27.826215999084525,31.175918000371894,0.0,14,6
164,155.91058299833094,61.888088999694446,2.494292002666043,38.353121002728585,27.512417000252753,25.57087600143859,0.0,12,7
166,188.0230759998085,77.1098199984408,2.664786999957869,48.06572100278572,29.58102900083759,30.502850997436326,0.0,16,10
168,215.4272609986947,80.8695900013845,2.8606289997696877,62.8022390010301,36.37457800141419,32.423707998532336,0.0,17,8
170,186.06349600304384,77.79508200110286,2.954689000034705,48.212120000243885,29.415697001240915,27.59114199943724,0.0,16,8
172,199.7128530019836,84.31840100092813,4.819956000574166,54.97915399973863,29.594663999887416,25.895082999340957,0.0,16,10
174,176.17371199958143,72.85064800089458,2.6926760001515504,45.68422800002736,27.971354000328574,26.88083000248298,0.0,15,9
176,174.1413529998681,72.95985399832716,2.8073700013919733,45.525584999268176,27.925054000661476,24.818968999170465,0.0,14,9
178,168.11746199891786,69.43418299852055,2.6359719995525666,44.657376001850935,28.099922001274535,23.19789000102901,0.0,14,11
180,172.83006199795636,72.40274700234295,2.7322610003466252,45.35466900051688,27.76000800076872,24.496262001775904,0.0,15,10
182,165.35462400133838,68.19862999691395,2.7368290029698983,44.72862199691008,27.85341399794561,21.74608099812758,0.0,14,9
184,215.2455879986519,84.93343699956313,3.208514001016738,64.45850800082553,32.72987099990132,29.80899800240877,0.0,18,8
186,205.13531299729948,83.85333099795389,3.3466410022811033,62.30964800124639,30.762374997721054,24.766510003246367,0.0,17,11
188,214.6523410010559,85.70231399789918,3.2433179985673632,64.27074000021094,32.25051700064796,29.089012001350056,0.0,18,10
190,208.22376900105155,82.38778699887916,3.67086800179095,63.37239200001932,30.73987800235045,27.936508999118814,0.0,17,11
192,239.28093599897693,96.42076899763197,3.344791999552399,69.07085599959828,37.31172499828972,33.0390110029839,0.0,21,9
194,177.22326899820473,73.28163399870391,2.6647530030459166,45.750039997074055,29.484631999366684,25.9462860012718,0.0,15,13
196,187.31974700131104,78.82138000059058,2.8718720022880007,48.24680799720227,30.10790400003316,27.171572000952438,0.0,16,11
198,173.41667800064897,72.37451100081671,2.728569001192227,45.335553000768414,28.356197999528376,24.525800999981584,0.0,15,11
200,186.04783100090572,77.17735999904107,3.3684910013107583,48.13690900118672,29.587390999950003,27.670905001286883,0.0,16,11
202,219.1779390013835,84.29875200090464,3.1724969994684216,63.65691899918602,32.22620800079312,35.73034100190853,0.0,18,13
204,193.0655200012552,77.42669299841509,3.2301199971698225,48.11399100071867,30.521764001605334,33.67368000181159,0.0,16,12
206,189.38367199734785,75.6672229981632,3.2153210013348144,48.49252799976966,29.69058799862978,32.22958500191453,0.0,16,11
208,183.17341200236115,76.42282400047407,2.86832099664025,45.479497999622254,28.479960001277504,29.822840999258915,0.0,15,10
210,191.07457800055272,76.28736200058484,2.8963860022486188,48.43492900181445,30.062617999647046,33.29911499895388,0.0,16,9
212,244.99638199995388,94.04512800028897,5.05376999717555,67.64924299932318,35.138584000378614,42.992070000764215,0.0,20,12
214,216.04733700223733,81.40870699935476,3.275511000538245,62.55987400072627,30.95553900129744,37.75021399997058,0.0,17,12
216,236.9605940002657,90.59309200165444,3.5414730009506457,65.46934000289184,33.65385600045556,43.598959000519244,0.0,19,11
218,254.59768300061114,98.68261600058759,3.597058999730507,69.09015299970633,37.16668299966841,45.95541300295736,0.0,21,8
220,199.70280099732918,78.31648300270899,3.3266910031670704,49.20033999951556,30.676602000312414,38.07696399962879,0.0,16,10
222,221.33501899952535,82.85069200064754,3.398672997718677,63.3578730012232,30.919117998564616,40.7127299986314,0.0,17,13
224,255.80475799870328,96.04379400116159,3.9649940008530393,68.66073299897835,37.17211900220718,49.87188800078002,0.0,21,9
226,265.55804700183216,98.70960400076001,3.7634009968314786,71.15094199980376,38.57320499810157,53.2376689989178,0.0,22,10
228,224.28324400243582,82.37021099921549,3.1586919976689387,62.35743299839669,31.233813002472743,45.054280999465846,0.0,17,12
230,223.86955299953115,82.81528299994534,3.5288510007376317,62.67251100143767,30.75580799850286,43.99749300137046,0.0,17,14
232,284.7017849999247,103.73702400102047,4.762166998261819,76.09854000111227,40.24926299825893,59.75415599823464,0.0,23,11
234,245.6976619978377,90.0596770006814,3.474159999313997,64.3540370001574,34.03881800113595,53.6812540012761,0.0,20,12
236,235.46944199915743,86.24658600092516,3.649860998848453,63.595062001695624,31.345012001111172,50.533427001937525,0.0,18,12
238,230.98380499868654,82.7894819994981,3.673843999422388,63.02799100012635,31.707402002211893,49.67880499680177,0.0,18,11
240,223.24153799854685,78.53932099897065,3.870304997690255,61.713438997685444,30.118200000288198,48.910994999459945,0.0,17,11
